n, iterator-time, recursive-time
7262,8141,22240
7263,8145,22958
7264,8139,22027
7265,8140,22061
7266,8141,22947
7267,8139,23250
7268,8149,23494
7269,8144,22471
7270,8139,23045
7271,8258,23140
7272,8157,23010
7273,8244,23376
7274,8174,23014
7275,8167,22925
7276,8201,23146
7277,8187,22964
7278,8181,22865
7279,8177,23319
7280,8183,23147
7281,8184,23071
7282,8278,23320
7283,8194,23366
7284,8190,23513
7285,8189,23158
7286,8282,23236
7287,8194,23285
7288,8189,23400
7289,8201,22262
7290,8204,23335
7291,8205,23013
7292,8211,22900
7293,8222,50190
7294,97264,24551
7295,8674,24109
7296,8695,34905
7297,8870,24668
7298,8705,24704
7299,8694,23467
7300,8692,24920
7301,8791,24798
7302,8678,25445
7303,8701,23946
7304,8685,36935
7305,8214,23792
7306,8219,23771
7307,8230,24070
7308,8223,36894
7309,8691,24972
7310,8679,24844
7311,8704,24267
7312,8692,22803
7313,8705,24661
7314,8709,23938
7315,150416,44516
7316,10939,26136
7317,11010,26777
7318,8692,26443
7319,3170203,139199
7320,8421,20721
7321,8203,33685
7322,17316,25122
7323,8770,23685
7324,8725,24362
7325,8704,23263
7326,8715,24807
7327,8710,23184
7328,8709,45268
7329,8898,73119
7330,9076,51716
7331,8748,24262
7332,8819,50092
7333,8844,23584
7334,8725,27570
7335,8713,39332
7336,8869,75912
7337,9075,45686
7338,270559,68530
7339,8828,52847
7340,8714,44849
7341,8745,37703
7342,8704,51042
7343,8998,43042
7344,8868,51576
7345,8745,35969
7346,8846,48417
7347,11170,40959
7348,8860,39796
7349,8726,37154
7350,8741,25787
7351,8734,26267
7352,8732,26774
7353,8755,28023
7354,8739,58998
7355,8751,25537
7356,8780,29463
7357,8752,28392
7358,8750,25364
7359,8762,24376
7360,8896,24685
7361,8765,24838
7362,8812,26900
7363,10967,27089
7364,8857,30487
7365,8758,26311
7366,8745,29378
7367,8791,26515
7368,8796,56545
7369,9015,91576
7370,8883,88056
7371,8809,86256
7372,8886,85013
7373,9284,81389
7374,9050,82837
7375,9116,99758
7376,8981,87709
7377,8773,92929
7378,8897,74511
7379,9264,79407
7380,8827,53362
7381,8951,89692
7382,9249,88796
7383,8916,84473
7384,9061,84097
7385,9075,88027
7386,8955,88284
7387,9212,99810
7388,8814,32737
7389,8894,119516
7390,9033,110269
7391,9081,119597
7392,8906,104181
7393,9076,95877
7394,8964,94086
7395,9383,232529
7396,9369,120230
7397,8789,87169
7398,9677,91681
7399,8866,76279
7400,16863,80839
7401,9468,98719
7402,8870,94347
7403,8798,88955
7404,9187,92588
7405,8840,71366
7406,9373,228668
7407,9378,79975
7408,8970,79041
7409,9136,64876
7410,9473,65458
7411,9157,71151
7412,8953,73815
7413,9255,64376
7414,9118,59574
7415,9228,63969
7416,9160,63321
7417,9162,60828
7418,8831,59345
7419,9274,36953
7420,8841,27077
7421,8836,27286
7422,8831,27455
7423,8834,27334
7424,8871,26827
7425,8885,26975
7426,8869,37591
7427,8822,27171
7428,8869,27206
7429,8869,27060
7430,8861,26473
7431,8864,26926
7432,8841,27257
7433,8826,26993
7434,8832,27183
7435,8857,27394
7436,8858,27433
7437,8860,27445
7438,8852,27198
7439,8845,32109
7440,8894,41192
7441,8862,27103
7442,8829,27083
7443,8922,27454
7444,9014,25158
7445,8881,25228
7446,8900,26558
7447,8892,25695
7448,8916,27406
7449,11096,29089
7450,8935,25279
7451,9408,29903
7452,9298,27788
7453,8879,28567
7454,8892,27641
7455,8978,29939
7456,11358,27567
7457,8870,28487
7458,9075,27872
7459,8898,27687
7460,9006,29455
7461,9049,26437
7462,8853,26934
7463,8866,28018
7464,11277,28328
7465,9030,27357
7466,8939,27214
7467,9080,28419
7468,9023,26433
7469,9048,28012
7470,8969,27260
7471,8885,26095
7472,8898,42197
7473,8934,50786
7474,9348,54482
7475,11388,60172
7476,9713,58914
7477,8989,56361
7478,8912,53394
7479,9011,31168
7480,8936,43895
7481,9030,47914
7482,9036,55162
7483,9162,56679
7484,8926,64700
7485,10249,68733
7486,9218,82937
7487,8919,24922
7488,8923,25062
7489,8916,25499
7490,8909,25904
7491,8913,24640
7492,8925,25011
7493,8909,24830
7494,8919,25762
7495,23961,22973
7496,8429,23226
7497,8433,24455
7498,8429,27675
7499,8468,24272
7500,8430,23407
7501,8403,24075
7502,8417,24578
7503,8415,23375
7504,8451,25095
7505,8475,24258
7506,8477,27776
7507,8448,24303
7508,8471,23722
7509,8445,24353
7510,8441,24674
7511,8452,23572
7512,8440,53300
7513,8504,24393
7514,10557,23589
7515,8457,23312
7516,100626,45965
7517,9049,25338
7518,8983,35185
7519,11194,25777
7520,11213,25494
7521,8963,24891
7522,8958,41923
7523,11245,25263
7524,8961,25197
7525,8959,45079
7526,8457,24101
7527,8445,23626
7528,8487,23917
7529,8519,43098
7530,8489,24287
7531,8450,23578
7532,8476,23654
7533,8470,23589
7534,8444,24028
7535,8458,25833
7536,8482,3421222
7537,9628,25904
7538,8934,22928
7539,8936,22651
7540,8934,23405
7541,8934,969483
7542,11826,102608
7543,11337,68966
7544,9645,72532
7545,9439,75045
7546,9140,70596
7547,9345,61533
7548,9500,33071
7549,9235,68163
7550,9600,78864
7551,9755,78768
7552,9776,87817
7553,9198,78770
7554,9609,72277
7555,9639,54830
7556,9143,35816
7557,9183,79487
7558,9274,78500
7559,9433,89385
7560,9224,85354
7561,9161,1033320
7562,12189,105381
7563,9348,100606
7564,9087,84697
7565,9529,81982
7566,9233,627720
7567,9785,63095
7568,9020,57559
7569,9042,43850
7570,9053,47792
7571,8983,51297
7572,9003,53507
7573,9110,53927
7574,9149,54877
7575,9120,52571
7576,9034,290381
7577,9120,25030
7578,9013,25894
7579,9018,25518
7580,9014,25520
7581,9004,26131
7582,9001,24495
7583,8999,24077
7584,8991,24356
7585,8996,26386
7586,9003,25857
7587,9017,23821
7588,9022,23818
7589,9030,24085
7590,9030,24654
7591,9045,25796
7592,9018,23798
7593,9025,31355
7594,9060,23600
7595,24023,41561
7596,9014,34199
7597,9078,23602
7598,9051,24825
7599,9034,28319
7600,9044,29056
7601,9027,26177
7602,9063,26794
7603,9049,25952
7604,9075,25031
7605,9061,27502
7606,9043,28755
7607,9034,25745
7608,9028,29645
7609,9048,747527
7610,9443,61737
7611,9099,62938
7612,9044,60609
7613,9042,63852
7614,9068,60844
7615,9071,24829
7616,9095,23555
7617,9049,530301
7618,9636,64579
7619,9174,32158
7620,9175,193700
7621,59328,26841
7622,9069,24638
7623,9118,24591
7624,9124,25965
7625,9122,28078
7626,9111,26349
7627,9077,24141
7628,9072,24662
7629,9061,25356
7630,9062,24410
7631,9082,24531
7632,9073,25085
7633,9079,25004
7634,9082,24298
7635,9080,24379
7636,9112,24499
7637,9085,25120
7638,9089,24138
7639,9070,25415
7640,9076,24958
7641,9124,25680
7642,9106,26013
7643,9093,26198
7644,9174,25552
7645,9110,25010
7646,9124,26000
7647,9112,25615
7648,9132,26604
7649,9108,25953
7650,9149,26222
7651,9206,26317
7652,9135,25780
7653,9143,26276
7654,9101,26867
7655,9108,27662
7656,9175,27378
7657,9161,27636
7658,9148,27917
7659,9307,27759
7660,9144,27501
7661,9218,26985
7662,9261,25823
7663,9164,27468
7664,9157,27039
7665,9145,26237
7666,9110,27304
7667,9233,27821
7668,9377,27468
7669,9199,27900
7670,9549,28002
7671,9234,28873
7672,9488,28536
7673,9360,36698
7674,9476,58168
7675,9485,56894
7676,9416,56493
7677,9233,56268
7678,9469,64314
7679,9277,56730
7680,9422,59811
7681,9573,69904
7682,9180,49377
7683,9240,56785
7684,9209,630325
7685,9358,24212
7686,9201,22554
7687,9147,22009
7688,9130,22556
7689,9125,22379
7690,21978,20958
7691,8608,20981
7692,8613,21235
7693,8617,21251
7694,8622,21151
7695,8626,20958
7696,8627,21423
7697,8629,21230
7698,8626,21183
7699,8625,21148
7700,8621,21132
7701,8617,21093
7702,8614,35582
7703,8828,23772
7704,8656,36818
7705,8842,2030710
7706,10869,82626
7707,11554,54838
7708,9243,51907
7709,9157,34024
7710,9148,551151
7711,10258,1232584
7712,10806,141257
7713,9388,82004
7714,9597,176729
7715,10027,102738
7716,9453,96938
7717,9385,106177
7718,9619,91903
7719,9318,99186
7720,9421,81229
7721,9572,76850
7722,9426,81984
7723,11298,82055
7724,9216,78446
7725,9231,235427
7726,33705,36976
7727,9327,27921
7728,9223,26652
7729,9194,25465
7730,9240,25731
7731,9193,27269
7732,9201,26645
7733,9211,25465
7734,22004,23675
7735,8704,24218
7736,8711,24841
7737,8721,24729
7738,8735,24002
7739,8716,25794
7740,8717,25385
7741,8700,25278
7742,8704,23554
7743,8726,23196
7744,8724,23349
7745,8718,24376
7746,8724,27027
7747,8698,26725
7748,8701,28178
7749,8684,26324
7750,8703,28318
7751,8711,22631
7752,8728,24136
7753,8717,24034
7754,8729,24095
7755,8744,24306
7756,8726,24053
7757,8718,24210
7758,8717,24085
7759,8716,24145
7760,8727,24884
7761,8725,24309
7762,8705,24500
7763,8703,24170
7764,8700,24166
7765,8704,24021
7766,8702,23689
7767,8704,23278
7768,8705,34848
7769,8728,23594
7770,8724,24201
7771,8737,24974
7772,8724,27824
7773,8749,26751
7774,8716,28073
7775,8772,28824
7776,8749,22766
7777,8809,24645
7778,8754,26533
7779,8796,40805
7780,9368,28616
7781,9281,24321
7782,9247,27238
7783,9237,24945
7784,9338,26388
7785,9289,26421
7786,9299,38502
7787,9326,27084
7788,9288,27189
7789,9318,76771
7790,10473,27463
7791,12324,29142
7792,9288,30443
7793,9352,30721
7794,9279,29098
7795,9257,31128
7796,9859,35409
7797,9430,35881
7798,9402,35509
7799,9309,30201
7800,9298,30433
7801,9297,33279
7802,9290,31646
7803,9309,32909
7804,9618,29550
7805,9299,32195
7806,9619,35555
7807,9416,29595
7808,11868,33199
7809,10056,45525
7810,11758,72157
7811,11852,79184
7812,10029,80078
7813,13548,85045
7814,12316,67967
7815,10398,55326
7816,12136,72685
7817,11352,73165
7818,14476,86118
7819,13195,82164
7820,15470,39482
7821,9304,25688
7822,9399,25514
7823,11646,25654
7824,11635,25958
7825,9349,25321
7826,11711,25627
7827,9400,26287
7828,9325,26883
7829,9356,25634
7830,9293,25837
7831,9303,25476
7832,9310,28185
7833,9338,28793
7834,9370,28970
7835,9305,28634
7836,9334,28616
7837,9335,28780
7838,9341,28591
7839,9325,28520
7840,9316,28688
7841,9330,28726
7842,9340,28431
7843,9323,28945
7844,9312,28824
7845,9373,28036
7846,9355,28690
7847,9330,28761
7848,9317,28658
7849,9321,28732
7850,9340,28547
7851,9353,27420
7852,9338,28703
7853,9408,29994
7854,9343,32213
7855,10356,32385
7856,9731,33597
7857,10209,34528
7858,10422,34480
7859,10696,35712
7860,10903,35050
7861,10762,35105
7862,10278,35792
7863,10725,35134
7864,10077,34066
7865,12296,34340
7866,10599,35428
7867,10650,35592
7868,13526,53036
7869,9841,81769
7870,10433,84301
7871,10354,87552
7872,10210,89611
7873,10150,84376
7874,10351,88016
7875,10991,88795
7876,10753,90161
7877,9982,256811
7878,10310,147495
7879,9496,22950
7880,11681,38721
7881,9937,24412
7882,9940,24279
7883,9937,24504
7884,9930,24436
7885,9923,24456
7886,9917,24616
7887,9914,24850
7888,9916,24828
7889,9348,23520
7890,9342,22875
7891,9339,23264
7892,9338,22972
7893,9356,23263
7894,9339,22911
7895,9339,22932
7896,9340,35344
7897,8851,21566
7898,8865,21953
7899,8893,21406
7900,8898,21513
7901,8845,21554
7902,8843,21338
7903,8841,21873
7904,8840,21774
7905,8841,21691
7906,8837,21616
7907,8927,21921
7908,8926,21579
7909,8837,21579
7910,8837,21592
7911,8894,21794
7912,8885,21599
7913,8930,21577
7914,8972,21571
7915,8857,21589
7916,8905,21643
7917,8862,21678
7918,8865,21849
7919,8869,21753
7920,8964,21610
7921,8878,21793
7922,8925,21665
7923,8929,21699
7924,8979,21577
7925,8905,21790
7926,8947,21278
7927,8893,21539
7928,8893,21519
7929,43168,47659
7930,9653,638469
7931,9348,53048
7932,9010,29190
7933,8919,30166
7934,8931,29201
7935,8952,28600
7936,9012,28876
7937,8934,28924
7938,8925,35262
7939,8946,29166
7940,8932,24576
7941,8931,29156
7942,8933,29616
7943,8929,1080355
7944,9416,25176
7945,8975,58413
7946,8947,24790
7947,8911,25855
7948,8938,24580
7949,8949,99964
7950,9798,27204
7951,11813,27149
7952,9457,25663
7953,9466,26256
7954,9481,26704
7955,9462,26319
7956,9469,28253
7957,9436,26191
7958,9441,102038
7959,10028,67770
7960,9479,27466
7961,9502,64198
7962,9631,26963
7963,9461,27526
7964,9540,95496
7965,9744,47309
7966,9475,46258
7967,9476,47329
7968,9442,34823
7969,9612,63723
7970,11807,51196
7971,9519,61715
7972,9456,54168
7973,9477,54515
7974,9643,44508
7975,9620,49291
7976,9638,44499
7977,9480,44746
7978,9541,47409
7979,9808,51557
7980,9606,30651
7981,9483,32608
7982,9497,29757
7983,9701,31182
7984,9561,31875
7985,9488,30595
7986,11920,31282
7987,9527,32692
7988,9506,29679
7989,9504,30340
7990,25089,26978
7991,9031,32463
7992,8990,28074
7993,8968,30949
7994,8963,29828
7995,11240,31119
7996,9008,110152
7997,9197,100728
7998,9721,82004
7999,9852,102504
8000,10509,77454
8001,9581,88825
8002,9864,83104
8003,9741,82428
8004,9902,78287
8005,9884,73206
8006,10372,81136
8007,9035,57112
8008,8991,72470
8009,9209,89442
8010,9323,90927
8011,9082,101583
8012,9473,95300
8013,9391,88547
8014,9289,102464
8015,9053,39721
8016,9012,107636
8017,9497,103639
8018,9048,89054
8019,9058,88888
8020,9231,112358
8021,10173,87275
8022,9692,90215
8023,9671,86532
8024,9742,75686
8025,9776,77763
8026,9688,76909
8027,9663,75738
8028,9616,74573
8029,9703,91080
8030,9970,79971
8031,9655,88939
8032,9887,85294
8033,9842,78459
8034,9881,79219
8035,10134,78210
8036,9797,71353
8037,9607,80711
8038,9861,72628
8039,9681,69628
8040,9862,64576
8041,9902,89662
8042,9651,69540
8043,9903,59995
8044,9663,61372
8045,9670,63611
8046,9682,62642
8047,9617,58700
8048,9691,59620
8049,9574,59778
8050,9683,60733
8051,9827,56603
8052,9563,57452
8053,12083,27302
8054,9589,26293
8055,9578,26504
8056,9883,28050
8057,9576,26658
8058,9565,26695
8059,9558,26813
8060,9605,26872
8061,9592,26565
8062,9596,27116
8063,9576,26590
8064,9564,27199
8065,9705,26864
8066,9594,26949
8067,9601,27000
8068,9597,27083
8069,9583,27299
8070,9576,26650
8071,9576,31079
8072,9603,35455
8073,9833,28362
8074,9634,26756
8075,9580,25760
8076,9633,27219
8077,9610,27731
8078,9586,27429
8079,9583,26936
8080,9589,26771
8081,9629,26625
8082,9614,28724
8083,9604,27810
8084,9583,27162
8085,9591,27619
8086,9605,32197
8087,9612,29993
8088,9594,29145
8089,9647,67481
8090,9870,27649
8091,9603,30542
8092,10542,37086
8093,12262,37457
8094,13208,42169
8095,11128,42513
8096,12172,40481
8097,11818,35088
8098,12210,40199
8099,14378,40092
8100,12382,73966
8101,12458,39304
8102,10989,41157
8103,13201,48930
8104,11204,43506
8105,11741,75810
8106,11924,88551
8107,11585,85571
8108,12042,112114
8109,10271,77996
8110,9738,66999
8111,9730,75418
8112,12769,94980
8113,13589,94258
8114,10030,76770
8115,10751,48341
8116,9853,34820
8117,9680,37691
8118,9673,38888
8119,9738,30181
8120,9659,26171
8121,9645,25703
8122,9659,26366
8123,9682,26125
8124,9672,26471
8125,9687,26530
8126,9641,26087
8127,9649,27310
8128,9708,27307
8129,9676,27105
8130,9689,27088
8131,9652,26768
8132,9663,27111
8133,9663,27426
8134,9723,27375
8135,9688,27525
8136,9755,26613
8137,9658,26904
8138,9655,26436
8139,9673,216551
8140,9882,28506
8141,21484,29802
8142,9713,31639
8143,9695,30864
8144,9664,31940
8145,9854,31802
8146,9950,30170
8147,9886,31944
8148,10529,37578
8149,9961,47330
8150,9731,48737
8151,9716,43583
8152,10336,42950
8153,11684,48373
8154,10985,29226
8155,10590,28861
8156,10665,28498
8157,9936,27154
8158,10124,27462
8159,9853,27834
8160,10261,28474
8161,10080,27077
8162,9682,26639
8163,9678,27504
8164,9728,26804
8165,9711,26713
8166,9709,27030
8167,12099,26555
8168,9708,26612
8169,9716,26631
8170,9713,27294
8171,9719,27156
8172,9724,26620
8173,9813,27382
8174,9715,27213
8175,9724,26751
8176,9790,41393
8177,9999,38513
8178,9720,27218
8179,9710,25882
8180,9721,26919
8181,9736,27421
8182,9750,27014
8183,9758,44126
8184,9726,25972
8185,9749,26554
8186,9736,27925
8187,10463,30478
8188,10476,31263
8189,10800,31320
8190,11040,37659
8191,13747,31743
8192,10203,31458
8193,4090380,72725
8194,10076,30592
8195,9725,30244
8196,9727,86622
8197,9946,57117
8198,9750,26765
8199,9908,65846
8200,9736,32306
8201,9744,55440
8202,9815,54318
8203,9762,59598
8204,9938,58930
8205,9836,90191
8206,43307,72378
8207,10001,64378
8208,9778,65598
8209,9771,57787
8210,10036,56721
8211,9846,30294
8212,10003,33846
8213,9733,32797
8214,9764,29395
8215,9933,29109
8216,10157,31466
8217,9757,34509
8218,10040,29668
8219,9860,28766
8220,9755,28702
8221,9770,29088
8222,9767,29122
8223,9764,28573
8224,10026,28411
8225,10184,28917
8226,9752,27964
8227,9753,48873
8228,10029,82260
8229,9874,85164
8230,9756,82534
8231,9976,84219
8232,9781,85840
8233,10072,80672
8234,10006,82828
8235,10035,79568
8236,9985,82744
8237,9970,80531
8238,9766,75120
8239,9970,78617
8240,9782,69983
8241,9864,78574
8242,9922,79682
8243,9826,80508
8244,10447,85672
8245,9938,88388
8246,10127,80988
8247,9937,73299
8248,10037,46555
8249,9871,68582
8250,9987,82361
8251,10022,98680
8252,10019,98544
8253,9927,97033
8254,10121,116290
8255,10158,99050
8256,9940,108428
8257,9946,91249
8258,9986,222577
8259,10371,102938
8260,10352,86628
8261,9882,88382
8262,10030,180765
8263,10125,92963
8264,10089,83930
8265,9904,85073
8266,10176,91923
8267,9993,87009
8268,10013,70692
8269,9897,73371
8270,10129,75890
8271,9960,68226
8272,9823,64827
8273,9952,65251
8274,10276,67182
8275,10486,70434
8276,10072,73503
8277,10228,67009
8278,9866,68179
8279,9891,67346
8280,9992,88393
8281,10051,39146
8282,9927,28020
8283,9980,27051
8284,9818,27025
8285,9824,27435
8286,9848,27163
8287,9935,26772
8288,9929,27457
8289,9834,26773
8290,10106,26948
8291,9839,26752
8292,10083,26921
8293,9956,26612
8294,10064,26948
8295,9983,27151
8296,9838,26666
8297,9853,27263
8298,9882,26396
8299,9959,26693
8300,9860,33560
8301,9948,40989
8302,10224,27500
8303,9929,26835
8304,10014,26618
8305,9869,27089
8306,9883,27139
8307,9878,1148532
8308,10545,36503
8309,9981,29126
8310,9935,66492
8311,9982,70760
8312,10202,75721
8313,11043,75504
8314,10900,80550
8315,13080,52555
8316,10131,75871
8317,9977,69701
8318,58693,82039
8319,10346,86561
8320,14111,81726
8321,10269,26950
8322,10065,27958
8323,30691,62310
8324,12427,27354
8325,28730,96553
8326,10054,28093
8327,9880,28506
8328,9891,28934
8329,9916,28709
8330,9954,29165
8331,10056,34002
8332,12139,43891
8333,12543,39668
8334,12606,39437
8335,12467,40458
8336,12068,35333
8337,12261,46169
8338,12163,39480
8339,11306,41106
8340,11389,41514
8341,11941,48846
8342,11898,39107
8343,10754,10929067
8344,10557,29984
8345,9921,27811
8346,9925,27422
8347,9922,27520
8348,10150,28515
8349,9897,27458
8350,9911,27229
8351,10087,27448
8352,9937,27027
8353,9993,27951
8354,9903,29654
8355,10004,28584
8356,9932,33627
8357,9966,41817
8358,10160,45985
8359,10014,27736
8360,9938,28027
8361,48061,28089
8362,9914,27281
8363,9937,70868
8364,10220,31003
8365,9988,30390
8366,9965,27756
8367,9948,32951
8368,10068,33656
8369,9968,31600
8370,9953,50398
8371,9994,30294
8372,9953,28833
8373,9965,31373
8374,10758,44370
8375,10030,36936
8376,9994,27582
8377,9955,27845
8378,9988,27485
8379,9959,28678
8380,9940,28613
8381,9943,28851
8382,9957,28724
8383,9978,29022
8384,10066,29186
8385,9975,30304
8386,9969,30321
8387,9952,31555
8388,9960,30930
8389,9978,31088
8390,9952,29471
8391,9947,26781
8392,10007,26099
8393,55954,45742
8394,10043,28225
8395,9958,28205
8396,9989,28258
8397,9990,27813
8398,9993,28303
8399,10001,28496
8400,9965,29865
8401,10005,30713
8402,10282,31592
8403,10347,32228
8404,10371,33264
8405,9990,33921
8406,9985,32491
8407,10078,44435
8408,11916,53136
8409,12912,58387
8410,12189,55827
8411,13357,41124
8412,10318,30162
8413,11360,36844
8414,12328,40338
8415,11807,42084
8416,12053,40989
8417,11618,43892
8418,11805,43328
8419,12034,44040
8420,11549,48170
8421,11483,42414
8422,12067,42691
8423,11676,44590
8424,12195,45425
8425,12069,47219
8426,11448,46856
8427,11451,76243
8428,10891,108128
8429,11451,96305
8430,12528,101860
8431,15055,98979
8432,12756,94290
8433,11051,99557
8434,10609,101534
8435,10373,101514
8436,10647,95807
8437,10636,60131
8438,10017,27379
8439,10045,26943
8440,10057,28675
8441,10099,28045
8442,10027,27803
8443,10032,29751
8444,10097,32838
8445,10075,31935
8446,10074,27782
8447,10114,39025
8448,9490,27292
8449,9659,39989
8450,10055,36125
8451,10044,27038
8452,10074,44213
8453,12697,27796
8454,12528,27106
8455,10083,27056
8456,10084,27091
8457,10053,26672
8458,10038,46211
8459,23008,26349
8460,9482,25609
8461,9611,25848
8462,9501,25149
8463,9498,25437
8464,9507,25434
8465,9521,25724
8466,9479,26069
8467,9492,25302
8468,9492,25882
8469,9504,25373
8470,9514,25213
8471,9510,26104
8472,9517,3725095
8473,13283,33752
8474,10052,101506
8475,10357,52709
8476,10057,47705
8477,10175,47336
8478,10085,29710
8479,10236,49275
8480,10294,57921
8481,10182,69333
8482,10155,63200
8483,10338,51460
8484,10099,51845
8485,10169,58150
8486,10213,51598
8487,10057,46454
8488,10174,57470
8489,10330,60845
8490,10058,64543
8491,10125,32498
8492,10101,32307
8493,10096,33879
8494,21014,27961
8495,12638,26799
8496,10085,26051
8497,10088,25088
8498,10081,24422
8499,10075,532894
8500,13433,93017
8501,10384,90723
8502,10135,84263
8503,10098,81721
8504,10136,85730
8505,10557,88208
8506,10386,76326
8507,10253,78679
8508,10104,69672
8509,10251,72405
8510,10084,48132
8511,10205,73999
8512,10139,72307
8513,10129,75513
8514,10236,69243
8515,10227,77520
8516,10355,79746
8517,10378,78620
8518,10531,34975
8519,10213,361931
8520,11244,102199
8521,13063,92302
8522,10627,92986
8523,10387,95708
8524,10250,86306
8525,10749,76909
8526,10588,85205
8527,10427,84040
8528,10494,75596
8529,10320,79701
8530,10255,84504
8531,10445,76495
8532,10223,74525
8533,10141,81780
8534,10360,73847
8535,10194,78892
8536,10172,77865
8537,10262,72460
8538,10182,59913
8539,10282,66108
8540,10543,64364
8541,10231,60675
8542,10169,61215
8543,10143,71106
8544,10152,69019
8545,10122,61477
8546,10179,73255
8547,10162,70623
8548,10355,68514
8549,10367,67263
8550,10417,66414
8551,10167,28400
8552,10170,28804
8553,10202,28237
8554,10221,28616
8555,10180,28638
8556,10237,28642
8557,10211,28829
8558,10189,40837
8559,10490,29434
8560,10269,26283
8561,10147,24437
8562,10154,41761
8563,10792,26169
8564,10780,26327
8565,10793,26103
8566,10811,26130
8567,10805,30760
8568,10780,34790
8569,10809,26059
8570,10821,26124
8571,10814,25993
8572,10798,26174
8573,10791,26143
8574,10851,26106
8575,10820,46278
8576,26644,28117
8577,10194,27825
8578,10185,42774
8579,9614,26698
8580,9607,26849
8581,9642,32141
8582,9679,29588
8583,9643,39552
8584,25263,29087
8585,10284,32267
8586,10588,43960
8587,12564,52899
8588,13683,56619
8589,11989,52248
8590,10434,46754
8591,11117,52979
8592,11658,49094
8593,12308,52076
8594,12904,50053
8595,11062,67480
8596,10656,78227
8597,13342,83316
8598,12333,83889
8599,13240,85073
8600,14667,81790
8601,11985,82981
8602,12619,81374
8603,13546,87653
8604,16501,87919
8605,14430,55968
8606,10424,27994
8607,10230,27766
8608,10217,31387
8609,10287,34127
8610,11809,44073
8611,12692,45590
8612,12819,47453
8613,12040,48043
8614,12577,47277
8615,13191,48456
8616,13012,38255
8617,10427,34603
8618,10268,39249
8619,10630,43853
8620,13324,69750
8621,13793,43140
8622,11159,48213
8623,12587,61506
8624,13758,55388
8625,13207,66195
8626,12180,55556
8627,11649,48054
8628,10891,40634
8629,13973,49130
8630,12500,49415
8631,11885,56534
8632,12562,62167
8633,12652,49267
8634,10285,28541
8635,10278,28436
8636,10254,55928
8637,13028,28981
8638,10299,31534
8639,10261,32048
8640,10267,32573
8641,10308,28559
8642,23276,28981
8643,9750,29178
8644,9688,27754
8645,9684,26890
8646,9695,27962
8647,9725,28172
8648,9763,27306
8649,9761,27751
8650,9712,27847
8651,9706,27006
8652,9705,28157
8653,9715,28433
8654,9703,27274
8655,9727,30608
8656,9715,29379
8657,9737,31652
8658,9737,30704
8659,9708,28996
8660,9725,27350
8661,9735,26813
8662,9743,27531
8663,9725,32733
8664,9759,27209
8665,9735,26866
8666,9739,27108
8667,9709,26172
8668,9696,26395
8669,9701,26402
8670,9717,26324
8671,9746,27987
8672,9763,27874
8673,9755,27480
8674,9709,27236
8675,9724,26902
8676,9740,27339
8677,9781,29103
8678,9736,31277
8679,9807,31963
8680,9757,29514
8681,9765,30900
8682,9744,27856
8683,9768,29995
8684,9798,30625
8685,9760,30757
8686,9736,26065
8687,9798,27780
8688,9829,28001
8689,9807,5193594
8690,12045,1833864
8691,11862,124843
8692,10419,112555
8693,10671,127895
8694,10840,150590
8695,10804,143131
8696,10864,125309
8697,10773,113202
8698,11185,101307
8699,10682,104453
8700,10515,74462
8701,10683,82775
8702,11022,88743
8703,10760,58334
8704,10340,28442
8705,10357,28387
8706,10372,29580
8707,10432,29770
8708,10393,29506
8709,10388,27847
8710,10378,29214
8711,10396,28114
8712,10369,28279
8713,10352,27315
8714,10365,28354
8715,10340,29012
8716,10326,28788
8717,10354,29390
8718,10361,29105
8719,10348,29311
8720,10330,29609
8721,10351,29161
8722,10363,34841
8723,10342,41953
8724,10573,28988
8725,10336,29862
8726,10352,29627
8727,10531,29850
8728,10600,29340
8729,10343,28927
8730,10397,28508
8731,10379,29087
8732,10361,28575
8733,10353,29065
8734,10406,28568
8735,12970,34106
8736,10418,34444
8737,10386,40855
8738,10406,28777
8739,10386,31070
8740,10374,50751
8741,10574,29266
8742,12956,28159
8743,10406,75507
8744,10524,31083
8745,10399,33419
8746,10470,34436
8747,10422,28986
8748,10441,28901
8749,10438,28769
8750,10419,29390
8751,10424,27381
8752,10402,28035
8753,10404,29511
8754,10444,29075
8755,10407,29078
8756,10398,29051
8757,10389,28709
8758,10412,28435
8759,10415,28542
8760,10393,28675
8761,10432,29650
8762,10426,30424
8763,10453,28585
8764,10446,327045
8765,10681,31535
8766,10933,35689
8767,12349,38088
8768,12094,38821
8769,12547,42947
8770,11728,38663
8771,13319,54487
8772,13479,59904
8773,11921,55290
8774,11569,49228
8775,12826,37905
8776,11339,30152
8777,10850,30481
8778,10999,29023
8779,10672,28796
8780,10415,28401
8781,10401,27695
8782,10515,29327
8783,10448,29586
8784,10406,29531
8785,10434,30964
8786,10434,35225
8787,13444,51242
8788,14450,41177
8789,12107,49457
8790,13983,51781
8791,12862,45920
8792,15276,61308
8793,11597,38448
8794,12573,49128
8795,13834,48504
8796,12703,45441
8797,11699,105049
8798,14291,112154
8799,10736,92793
8800,10472,94725
8801,11045,124292
8802,10715,99389
8803,10777,97197
8804,10621,88532
8805,10645,89894
8806,10643,2355716
8807,10461,32122
8808,9939,29332
8809,9931,28962
8810,9914,29865
8811,9955,29177
8812,9912,30532
8813,9909,26853
