n, iterator-time, recursive-time
20535,23025,68354
20536,22980,66438
20537,23042,63941
20538,22957,62913
20539,22946,60630
20540,22950,73521
20541,23006,64714
20542,23036,66794
20543,22971,69245
20544,28824,60122
20545,22921,60017
20546,22936,59871
20547,22937,66871
20548,22976,67745
20549,22987,113715
20550,23166,69712
20551,23029,69453
20552,22967,516985
20553,5960475,88994
20554,24594,116237
20555,24300,113571
20556,3525716,1263090
20557,25711,428177
20558,31140,887261
20559,24701,189236
20560,24361,70549
20561,24338,72078
20562,24332,70419
20563,24326,72842
20564,24345,72550
20565,24615,275212
20566,26485,74967
20567,24339,71334
20568,24331,83523
20569,24418,72603
20570,24323,77796
20571,24350,110652
20572,24656,69067
20573,24366,64931
20574,24689,79751
20575,27505,81844
20576,27149,84059
20577,34504,165318
20578,43185,241009
20579,24957,234147
20580,28110,239320
20581,25444,230734
20582,25275,100318
20583,24396,73167
20584,24386,71701
20585,30464,82430
20586,23000,67398
20587,23018,66675
20588,23096,67494
20589,23088,67061
20590,23046,66834
20591,23008,66403
20592,23046,66748
20593,23030,69778
20594,23038,68699
20595,23263,67725
20596,23050,67126
20597,23026,84734
20598,24395,71502
20599,41624,72205
20600,24463,69303
20601,24473,84513
20602,23170,66142
20603,23015,67139
20604,23016,67186
20605,23008,68241
20606,23047,67891
20607,23096,64810
20608,23143,65147
20609,23143,65565
20610,23052,65176
20611,23099,61239
20612,23047,66047
20613,23050,71664
20614,23049,66660
20615,23045,121420
20616,23116,68967
20617,23068,67834
20618,23030,66964
20619,23042,68072
20620,23049,67865
20621,23032,67009
20622,23025,66676
20623,23017,67044
20624,23028,66913
20625,23045,68078
20626,23127,69018
20627,23134,67061
20628,23118,67468
20629,23131,87951
20630,23256,77017
20631,23200,69535
20632,23058,66665
20633,23049,66137
20634,23058,483329
20635,26277,150561
20636,23171,85654
20637,43562,114746
20638,23529,94434
20639,23335,88658
20640,23158,63884
20641,23093,64878
20642,23098,85248
20643,28855,65999
20644,23068,1095555
20645,25460,186298
20646,24546,72464
20647,24412,73980
20648,24460,79634
20649,23148,66452
20650,23120,67132
20651,23062,66980
20652,23080,66560
20653,23096,66844
20654,23103,67357
20655,23176,64680
20656,23152,68159
20657,23168,72936
20658,23106,83567
20659,23260,88865
20660,23095,964625
20661,24832,75103
20662,24468,71294
20663,37225,77964
20664,30707,269870
20665,26012,120057
20666,30142,135744
20667,26104,123968
20668,29960,117549
20669,27213,291736
20670,26987,270592
20671,26290,246412
20672,29827,215106
20673,25013,74621
20674,24481,71837
20675,24556,71131
20676,37021,67195
20677,23310,67650
20678,23282,66978
20679,23092,66856
20680,23254,66863
20681,23103,67340
20682,23344,67325
20683,57384,85836
20684,24567,87159
20685,304679,140392
20686,25431,115063
20687,36979,101130
20688,28508,98265
20689,29599,328114
20690,28895,299059
20691,791086,83157
20692,74959,96788
20693,25365,102474
20694,23259,70915
20695,23194,101625
20696,23349,117316
20697,29009,67441
20698,23105,66900
20699,23116,60099
20700,32744,70153
20701,28917,68501
20702,23144,109483
20703,30584,64484
20704,23124,67133
20705,23106,67581
20706,31740,70577
20707,23131,67853
20708,37070,104854
20709,23248,67254
20710,23141,67172
20711,23168,76721
20712,23244,70122
20713,23173,70145
20714,23161,68422
20715,23244,109680
20716,23205,79430
20717,29037,67049
20718,23178,66869
20719,23161,145649
20720,23183,2004435
20721,36908,83645
20722,24627,74565
20723,24604,78323
20724,24664,70260
20725,24602,70863
20726,24699,71776
20727,24616,74171
20728,24635,432892
20729,38517,73724
20730,23346,215262
20731,30858,154809
20732,25686,149871
20733,30868,198129
20734,68420,101267
20735,38223,223168
20736,24618,133916
20737,25295,181313
20738,24621,84103
20739,24541,127721
20740,24958,177711
20741,24734,182475
20742,24656,183121
20743,58645,152312
20744,24652,80921
20745,24962,77860
20746,24644,119395
20747,2119846,241999
20748,25772,252039
20749,24868,243815
20750,25227,247248
20751,25238,247066
20752,25362,248986
20753,24973,259377
20754,24949,460220
20755,25255,410535
20756,25162,330990
20757,89484,183470
20758,24897,72946
20759,24605,73477
20760,24634,72178
20761,24662,81468
20762,24881,69335
20763,24638,72094
20764,24585,71808
20765,24757,70736
20766,24552,203978
20767,51841,174592
20768,81860,405617
20769,25336,187732
20770,31231,272203
20771,25246,206700
20772,24833,614498
20773,24963,75645
20774,24629,82580
20775,23259,5506444
20776,25158,73558
20777,24610,71224
20778,24564,1797677
20779,25927,115448
20780,24583,74055
20781,24621,72155
20782,24643,115810
20783,24646,133724
20784,24608,107641
20785,25003,134148
20786,25039,127610
20787,24843,379256
20788,25133,82510
20789,24688,84122
20790,24606,85105
20791,24766,228175
20792,24920,294144
20793,24937,321875
20794,24916,279471
20795,24811,291861
20796,24921,313853
20797,25285,165461
20798,24898,306620
20799,25633,338190
20800,2660186,783873
20801,25076,70503
20802,24851,72046
20803,24660,70308
20804,24663,75514
20805,24724,148172
20806,24690,3607656
20807,25555,71088
20808,23236,61323
20809,23240,60955
20810,23216,376976
20811,23533,70400
20812,29167,70869
20813,23249,69221
20814,23240,69210
20815,23242,69245
20816,23246,68971
20817,23244,69118
20818,23327,69950
20819,23272,69296
20820,37298,74304
20821,24809,72593
20822,24685,72747
20823,24689,74040
20824,24651,73783
20825,24651,189858
20826,24645,73638
20827,24644,70369
20828,24644,94374
20829,24648,76573
20830,24741,346047
20831,24932,139828
20832,24847,366600
20833,28090,237517
20834,105158,195324
20835,40848,121249
20836,24727,107541
20837,146504,78877
20838,48854,143452
20839,30942,82423
20840,24661,80576
20841,24832,297236
20842,30931,257996
20843,324446,267825
20844,25232,250834
20845,25003,258484
20846,24903,274686
20847,24913,332956
20848,25081,350588
20849,26001,281847
20850,24827,252344
20851,24940,291249
20852,25269,266999
20853,25132,230767
20854,25173,264900
20855,25297,226462
20856,25260,106774
20857,24712,70830
20858,24718,71225
20859,24772,70365
20860,24857,75415
20861,24727,72677
20862,24753,71079
20863,24698,76764
20864,25098,75124
20865,24782,71553
20866,24690,70336
20867,24773,71235
20868,24820,72958
20869,24766,83166
20870,36574,90091
20871,25121,92347
20872,24944,98769
20873,28460,122984
20874,27612,119019
20875,24828,185036
20876,25434,196495
20877,28122,208497
20878,25164,195211
20879,25139,181229
20880,24934,77901
20881,24749,95992
20882,24924,123961
20883,24913,139739
20884,33526,127197
20885,32924,137910
20886,37058,5248762
20887,61792,145698
20888,24967,121395
20889,24709,172892
20890,24740,143765
20891,25051,169156
20892,24882,168683
20893,24729,96886
20894,71135,81450
20895,24781,78993
20896,24718,78326
20897,24713,80978
20898,25039,246059
20899,25245,326214
20900,24991,269090
20901,25184,230301
20902,25505,181019
20903,24951,244769
20904,24807,228248
20905,24768,224424
20906,25530,315095
20907,31197,295674
20908,25005,287568
20909,25380,280012
20910,425410,249395
20911,26676,240417
20912,24872,259216
20913,25430,231243
20914,24965,215712
20915,25209,77276
20916,24795,75174
20917,24808,71322
20918,24832,70055
20919,24909,73451
20920,24769,72917
20921,24789,72170
20922,24769,80961
20923,24758,79527
20924,24775,71325
20925,24838,77646
20926,24767,77134
20927,24784,73557
20928,25079,294470
20929,25026,869671
20930,25102,81012
20931,24893,76491
20932,24799,76996
20933,24792,444307
20934,75944,150167
20935,25014,74014
20936,24818,72966
20937,37234,76088
20938,24867,72721
20939,24844,86932
20940,24936,97431
20941,24865,105191
20942,24886,4966040
20943,29797,60173
20944,23383,73019
20945,23477,70831
20946,23399,68917
20947,23406,69070
20948,23404,69941
20949,23400,69452
20950,23410,69792
20951,23417,69573
20952,23415,69277
20953,23420,70703
20954,23524,70318
20955,23412,68393
20956,23447,70374
20957,23406,70052
20958,23429,70386
20959,23406,813434
20960,29366,119217
20961,35845,111481
20962,30297,111221
20963,30279,260752
20964,31241,455866
20965,30185,246926
20966,27690,2574117
20967,24011,73699
20968,23425,71619
20969,23489,382345
20970,23618,1554396
20971,29807,75456
20972,23500,72446
20973,23449,72206
20974,23502,71677
20975,23471,71690
20976,23516,72398
20977,23481,72225
20978,23482,71950
20979,23486,71866
20980,23497,71269
20981,23482,72182
20982,23494,67817
20983,1136882,78931
20984,23599,72961
20985,23506,72547
20986,23471,72169
20987,23493,72266
20988,23524,13847710
20989,25518,103251
20990,25708,227616
20991,25040,78948
20992,25058,78092
20993,24889,77585
20994,24845,77500
20995,24854,78013
20996,24870,76987
20997,24894,77099
20998,24882,76575
20999,8473544,86886
21000,29493,76267
21001,23450,75508
21002,23458,76711
21003,23481,75438
21004,23575,75615
21005,23499,76071
21006,23468,75253
21007,23483,75963
21008,23475,75948
21009,23467,75793
21010,23480,75664
21011,23488,75937
21012,23487,75748
21013,23476,79710
21014,24932,75561
21015,24870,75950
21016,25025,70444
21017,24869,634628
21018,32084,118385
21019,430895,195519
21020,1824027,1080639
21021,38362,75223
21022,24911,71075
21023,24910,81623
21024,23524,67527
21025,37118,72313
21026,24940,72493
21027,586435,144832
21028,52841,415451
21029,27877,689921
21030,27362,134822
21031,42990,73596
21032,24889,72735
21033,24887,121843
21034,23717,70416
21035,23553,176895
21036,23636,71905
21037,23524,153553
21038,2135244,74443
21039,25432,80433
21040,24940,111457
21041,24952,1974059
21042,25952,261955
21043,25097,92133
21044,25001,108969
21045,24902,73388
21046,24941,76394
21047,25056,81346
21048,25095,93233
21049,27457,90704
21050,25149,87076
21051,25569,127617
21052,25040,148156
21053,25395,163877
21054,25184,104222
21055,25074,153573
21056,25134,79881
21057,24941,77118
21058,25357,89835
21059,24995,76716
21060,24909,78119
21061,24927,83013
21062,25152,1906964
21063,26642,424177
21064,25504,333269
21065,25057,350065
21066,25653,307345
21067,25454,343314
21068,26007,341500
21069,25449,768217
21070,26253,295111
21071,25497,153200
21072,24973,74668
21073,24971,74734
21074,24951,73895
21075,24978,74310
21076,24962,74439
21077,24964,74906
21078,24971,84609
21079,25096,75052
21080,24975,85065
21081,24979,74209
21082,24959,74358
21083,24956,74211
21084,24980,316600
21085,26600,216517
21086,25193,107103
21087,25311,97634
21088,25547,165786
21089,25403,96914
21090,25023,105851
21091,131221,239643
21092,25237,380335
21093,26221,294248
21094,26328,75950
21095,25201,3317323
21096,25521,76633
21097,25018,201743
21098,25003,71061
21099,24980,75879
21100,25078,255071
21101,25198,77458
21102,25147,451411
21103,46799,78932
21104,25088,76851
21105,24974,126981
21106,24958,144355
21107,25063,142670
21108,25178,156038
21109,25322,194124
21110,25062,84719
21111,25014,76481
21112,24968,194549
21113,31450,147507
21114,25186,137149
21115,25223,248130
21116,25756,232935
21117,25116,263403
21118,25260,197160
21119,25108,229710
21120,25415,269609
21121,25273,523791
21122,25697,339471
21123,25742,310710
21124,25480,302014
21125,25768,319273
21126,23929,277608
21127,25385,233531
21128,26101,204277
21129,25146,186981
21130,25130,188923
21131,25169,77380
21132,24980,75467
21133,25112,75518
21134,25005,75373
21135,25001,74981
21136,24998,126144
21137,157083,103358
21138,26649,79487
21139,26634,80177
21140,26631,81167
21141,26682,92048
21142,27034,126261
21143,26789,102140
21144,32303,71667
21145,25011,71471
21146,25067,97103
21147,25114,76698
21148,25060,116364
21149,31270,456338
21150,27877,299582
21151,25526,99110
21152,34121,158517
21153,25583,196026
21154,26437,212684
21155,26082,407424
21156,25380,74016
21157,25090,89923
21158,25292,103847
21159,25189,100542
21160,25667,99396
21161,25264,106007
21162,5391802,99633
21163,25321,74931
21164,25058,74182
21165,25051,104832
21166,31606,88672
21167,25146,759702
21168,33418,206195
21169,26887,411692
21170,48781,131159
21171,26265,132189
21172,25100,198272
21173,25785,207934
21174,25137,207658
21175,25425,82029
21176,25110,82270
21177,25093,75669
21178,25217,84028
21179,25196,77794
21180,25318,202441
21181,25399,309815
21182,25898,290603
21183,26146,232063
21184,25417,191582
21185,25642,216400
21186,25374,209542
21187,25120,101070
21188,25038,226168
21189,25045,219740
21190,25035,210154
21191,25121,203408
21192,25024,209718
21193,25041,201214
21194,26629,243784
21195,25386,249136
21196,25564,302792
21197,25427,218862
21198,25236,235812
21199,25294,228763
21200,25184,209529
21201,25326,74451
21202,25106,74244
21203,25126,94869
21204,25178,90723
21205,25260,74898
21206,25135,74797
21207,25106,82911
21208,25358,91057
21209,25105,74228
21210,25105,74426
21211,25131,74517
21212,25144,74812
21213,25163,5876395
21214,26522,91817
21215,25216,76417
21216,25170,203412
21217,25168,150686
21218,45296,295366
21219,25570,118728
21220,25462,152494
21221,25570,107919
21222,25925,133335
21223,25111,110711
21224,25226,88393
21225,25130,78096
21226,25111,77178
21227,25113,76880
21228,25116,77010
21229,25292,79433
21230,25126,143435
21231,25209,253089
21232,25491,287872
21233,25981,303796
21234,86159,244523
21235,25872,310234
21236,25320,190152
21237,25716,288894
21238,25541,291461
21239,25595,289559
21240,24201,977580
21241,25589,157914
21242,25816,188524
21243,24337,197389
21244,24056,252902
21245,25735,182579
21246,25193,116975
21247,25300,74476
21248,25189,75064
21249,25228,74134
21250,25189,88053
21251,25252,74696
21252,25873,100060
21253,25194,74832
21254,25195,74936
21255,25198,74502
21256,25189,146431
21257,31933,188066
21258,25372,75622
21259,25158,76675
21260,29268,146563
21261,30038,101664
21262,25553,135025
21263,32984,148741
21264,28077,333084
21265,24107,476642
21266,37019,170236
21267,25290,73959
21268,25198,81266
21269,28453,124845
21270,29625,119615
21271,30137,128178
21272,30279,123033
21273,30848,122691
21274,2086508,101534
21275,24322,82315
21276,29984,214530
21277,25542,84997
21278,25278,82765
21279,25279,249689
21280,25522,261138
21281,32001,83041
21282,25211,652345
21283,26675,88652
21284,25306,239068
21285,25484,73311
21286,42436,123558
21287,27570,151987
21288,26771,188668
21289,26936,223975
21290,25995,180021
21291,25298,97414
21292,25206,88873
21293,32083,92723
21294,25257,96167
21295,25417,84035
21296,25425,160128
21297,26418,345579
21298,26438,459086
21299,25778,638525
21300,25876,335146
21301,25435,502113
21302,25976,353339
21303,25607,289679
21304,25874,300091
21305,25892,682334
21306,32392,199023
21307,32629,198168
21308,25256,201504
21309,25861,220424
21310,24175,112336
21311,25217,76508
21312,25302,76775
21313,25801,85408
21314,28954,76278
21315,32455,74713
21316,32122,75082
21317,25337,100846
21318,40931,66875
21319,24062,67323
21320,24160,67195
21321,24163,67341
21322,24457,68421
21323,24112,153940
21324,23984,83695
21325,122953,72974
21326,25261,72772
21327,25346,72952
21328,25208,72782
21329,25203,73057
21330,25301,73397
21331,25305,77357
21332,29468,189993
21333,25382,75072
21334,26336,110582
21335,26257,129205
21336,26072,130801
21337,29094,259644
21338,27143,79309
21339,26909,76478
21340,26924,665642
21341,25804,153853
21342,29037,158808
21343,30921,143101
21344,25373,109395
21345,25424,530713
21346,26826,242703
21347,26111,258825
21348,25685,80123
21349,34410,112000
21350,25317,72909
21351,25269,72603
21352,25279,72680
21353,25301,73130
21354,25311,72356
21355,25351,167268
21356,23956,61424
21357,305145,70748
21358,29944,68164
21359,23904,67831
21360,23927,67689
21361,23883,68073
21362,23876,67939
21363,23875,67939
21364,23886,67841
21365,23899,67947
21366,23895,67970
21367,23902,68027
21368,23979,68213
21369,23984,65455
21370,23992,66149
21371,23977,70398
21372,23926,78357
21373,23975,68288
21374,23979,71714
21375,23911,72091
21376,23966,70839
21377,23898,70825
21378,24145,70770
21379,23905,70221
21380,23902,70520
21381,23911,70958
21382,23955,69930
21383,23917,70063
21384,23908,70475
21385,23901,70189
21386,23913,70615
21387,23975,70351
21388,23897,70311
21389,23918,76498
21390,24030,71295
21391,23907,69232
21392,23928,70443
21393,23904,70252
21394,23909,70189
21395,23903,70059
21396,23907,70387
21397,23900,70160
21398,23898,70179
21399,23905,70139
21400,23897,69826
21401,23897,69649
21402,23894,70184
21403,24142,70114
21404,23908,64505
21405,23910,90639
21406,23961,84994
21407,23897,69609
21408,23913,69283
21409,23913,69033
21410,188883,80459
21411,31705,294735
21412,32004,168401
21413,28610,137065
21414,29123,121563
21415,31639,129676
21416,992181,87702
21417,24196,68588
21418,23982,67048
21419,23965,75429
21420,23982,90075
21421,23966,68594
21422,24016,68227
21423,29938,67738
21424,23974,69644
21425,23966,68958
21426,23947,66682
21427,23931,68033
21428,24002,75991
21429,24015,73190
21430,24046,74104
21431,24020,66353
21432,23974,69118
21433,24050,69694
21434,24013,70420
21435,23960,90549
21436,24110,70229
21437,37206,75033
21438,34597,73350
21439,43522,82556
21440,31786,78485
21441,25850,118390
21442,30145,129797
21443,31840,110280
21444,26440,115394
21445,26066,261187
21446,24365,268665
21447,25111,275419
21448,34794,249550
21449,26760,160570
21450,25331,66470
21451,25340,66844
21452,25348,66979
21453,37942,63918
21454,23937,63602
21455,24011,81787
21456,25400,68874
21457,33035,96418
21458,25485,76353
21459,25393,86159
21460,23958,72600
21461,23960,71558
21462,24139,71293
21463,24369,72798
21464,99029,70115
21465,24056,66061
21466,93056,68170
21467,24003,66753
21468,24011,2422681
21469,25868,79747
21470,31832,195941
21471,25891,103762
21472,25447,118014
21473,25448,554210
21474,27345,136092
21475,27701,88759
21476,27095,79875
21477,26981,110335
21478,25399,528867
21479,26369,150741
21480,25406,129491
21481,25528,84775
21482,25414,83436
21483,25418,80235
21484,25425,82804
21485,25407,92425
21486,25883,409033
21487,26378,570558
21488,25904,327074
21489,25649,396563
21490,25662,458076
21491,26654,354742
21492,25627,1981916
21493,27371,276155
21494,25618,163123
21495,25412,67637
21496,25408,113056
21497,25526,339439
21498,25681,87672
21499,32037,88712
21500,25927,77238
21501,26611,76909
21502,25506,78714
21503,25762,76576
21504,25558,148186
21505,25745,150756
21506,25814,74164
21507,25473,72873
21508,25531,72371
21509,120690,76939
21510,268246,81542
21511,25545,78494
21512,25548,85857
21513,25763,101030
21514,235805,147532
21515,25620,102712
21516,32347,134440
21517,25594,298394
21518,26128,133964
21519,25851,416740
21520,4336355,221155
21521,32245,251629
21522,25542,78828
21523,26147,85524
21524,26349,126699
21525,489826,151522
21526,25733,67715
21527,25478,77247
21528,25470,77124
21529,25465,78731
21530,25777,123662
21531,25577,139743
21532,25567,110233
21533,25763,143576
21534,25491,133882
21535,25481,178928
21536,32124,88848
21537,32031,86580
21538,25489,83812
21539,25473,82645
21540,25493,171062
21541,26093,234591
21542,41294,235518
21543,24342,272840
21544,24386,999855
21545,28219,703992
21546,26548,303222
21547,55978,257253
21548,25644,205830
21549,25901,220081
21550,25701,269484
21551,25465,197159
21552,25723,192545
21553,28958,353779
21554,25627,76162
21555,25521,93179
21556,25558,78089
21557,25494,76749
21558,25503,77983
21559,25492,101854
21560,25489,76752
21561,25481,76732
21562,25497,75293
21563,25538,79446
21564,25538,77801
21565,25549,183853
21566,25787,81890
21567,25662,90356
21568,25665,93336
21569,25790,97886
21570,25658,99873
21571,26133,97512
21572,25790,219505
21573,31086,201025
21574,24455,198475
21575,24505,206498
21576,24347,87447
21577,25557,69937
21578,25567,87585
21579,28506,152366
21580,26088,109205
21581,26594,107544
21582,26502,125866
21583,31885,151784
21584,27071,154691
21585,26930,117084
21586,31261,140144
21587,27940,2839488
21588,34384,126656
21589,27211,222742
21590,25583,186968
21591,26301,130020
21592,26189,269402
21593,26074,109376
21594,25625,171057
21595,25580,73914
21596,25666,73647
21597,25661,114826
21598,26426,136334
21599,25808,145732
21600,25745,89127
21601,25522,107316
21602,25819,193026
21603,25615,105328
21604,32258,106689
21605,25599,87239
21606,25698,96674
21607,25703,87916
21608,32462,295398
21609,32476,289063
21610,25849,281419
21611,26162,223462
21612,25859,302005
21613,32623,291173
21614,26197,185165
21615,26134,280932
21616,26327,267829
21617,33274,273825
21618,33125,270661
21619,26079,255373
21620,25806,264056
21621,26031,217493
21622,26072,217594
21623,26091,225601
21624,25925,293883
21625,26277,107332
21626,25751,76950
21627,25774,75168
21628,25693,75038
21629,25693,78921
21630,25798,87757
21631,25606,75313
21632,25687,100671
21633,25681,73968
21634,25711,76219
21635,25748,77428
21636,25668,86954
21637,25769,92780
21638,267281,140275
21639,27211,124836
21640,27731,167796
21641,27380,80166
21642,27284,128345
21643,41016,73852
21644,25635,410459
21645,25979,77404
21646,37683,128210
21647,27538,142556
21648,28758,218687
21649,32552,99225
21650,25873,107850
21651,25713,100750
21652,32288,142925
21653,32533,117383
21654,25803,237997
21655,26063,5182507
21656,30852,83611
21657,24196,90663
21658,25711,77146
21659,25739,169774
21660,25744,102799
21661,25933,78783
21662,49389,277632
21663,25960,290573
21664,25665,146643
21665,25973,98347
21666,25651,77285
21667,25706,79082
21668,25887,124669
21669,25861,844647
21670,34269,116929
21671,27251,99684
21672,27236,90770
21673,27318,123098
21674,63478,221320
21675,26381,310180
21676,26308,327864
21677,26004,258535
21678,25641,252087
21679,26020,291075
21680,26085,264580
21681,25962,372749
21682,26864,454039
21683,26192,321279
21684,25672,277652
21685,25648,298872
21686,26009,252621
21687,25803,256636
21688,25992,252450
21689,26373,226930
21690,26115,155931
21691,25816,77664
21692,25665,73461
21693,25712,77022
21694,25777,76325
21695,25669,68573
21696,25636,69144
21697,25637,77191
21698,25784,79922
21699,25673,73287
21700,25710,70818
21701,25673,69252
21702,25666,70737
21703,25712,84020
21704,25963,85747
21705,25712,68644
21706,25984,83435
21707,35775,87809
21708,27975,84125
21709,27573,156178
21710,26104,88387
21711,27283,261126
21712,29800,256754
21713,26212,236895
21714,27984,641040
21715,30717,75171
21716,24278,76114
21717,24267,1474094
21718,247162,86011
21719,24399,70856
21720,24302,74202
21721,25749,76683
21722,25691,77931
21723,25681,79712
21724,25725,75011
21725,25795,76230
21726,25879,112414
21727,25961,80293
21728,25709,76563
21729,25730,74176
21730,25725,75106
21731,25790,74541
21732,25722,74123
21733,25697,72226
21734,25826,80744
21735,25828,83071
21736,25713,73085
21737,25763,84131
21738,26209,99269
21739,26152,93625
21740,25905,122662
21741,27558,156872
21742,25858,79565
21743,25813,74823
21744,25764,75246
21745,25751,102990
21746,25772,75059
21747,32160,75480
21748,26044,77831
21749,25786,99218
21750,29168,113702
21751,31591,107721
21752,30174,113774
21753,28926,101942
21754,29783,286267
21755,29626,284072
21756,29190,272468
21757,26969,225066
21758,26414,81560
21759,25818,78200
21760,25759,75305
21761,25824,78973
21762,25817,100143
21763,25797,93861
21764,29675,116308
21765,26272,90602
21766,45793,146200
21767,32892,146827
21768,28326,203028
21769,26048,116810
21770,29989,126512
21771,27584,95786
21772,25716,68675
21773,25714,68617
21774,25822,68252
21775,37690,65450
21776,24319,69868
21777,24823,64656
21778,24290,64867
21779,24305,64871
21780,24311,65179
21781,24302,65096
21782,24289,64933
21783,24292,64088
21784,24308,64943
21785,24310,64946
21786,24320,79341
21787,24462,61950
21788,24321,90583
21789,90923,64491
21790,38095,65906
21791,25748,65482
21792,25743,65180
21793,25736,65719
21794,25732,65637
21795,25738,65163
21796,38376,61856
21797,24309,61740
21798,24331,61899
21799,24323,61666
21800,24308,61707
21801,24326,62001
21802,24335,61959
21803,24316,61665
21804,24320,61861
21805,24340,61717
21806,24330,61987
21807,24315,62042
21808,24334,61595
21809,24344,62051
21810,24323,62066
21811,24326,61812
21812,24347,62298
21813,24338,61925
21814,24323,61978
21815,24341,61958
21816,38209,93393
21817,30495,61847
21818,24355,61953
21819,24342,62023
21820,24332,61755
21821,24353,62061
21822,24353,62145
21823,24336,61999
21824,24343,62179
21825,24364,61745
21826,24348,62013
21827,24338,61947
21828,24358,62068
21829,24362,61905
21830,24344,61977
21831,24351,61851
21832,24369,61689
21833,24357,61762
21834,24346,62333
21835,24364,61950
21836,24375,62176
21837,24375,62092
21838,24351,62364
21839,24367,62008
21840,24379,61885
21841,33412,67138
21842,24377,64990
21843,24361,64749
21844,24402,65060
21845,24371,65429
21846,24427,89546
21847,103095,75896
21848,24443,72474
21849,24427,73030
21850,24448,73172
21851,24482,75379
21852,24454,1550981
21853,24858,74630
21854,36135,69016
21855,24437,64808
21856,38644,70697
21857,25832,68824
21858,25832,110579
21859,25827,117833
21860,25829,69248
21861,25830,75972
21862,26594,103279
21863,25935,75635
21864,26151,68361
21865,26076,174803
21866,25840,74631
21867,25854,109836
21868,25842,82252
21869,24409,64495
21870,24393,66652
21871,24402,100010
21872,24411,89089
21873,24415,86405
21874,24407,75708
21875,24400,95763
21876,24414,80355
21877,24401,91478
21878,24418,70383
21879,24420,80298
21880,24486,132265
21881,27628,97391
21882,27632,92916
21883,27581,90341
21884,27565,288411
21885,27599,396686
21886,42983,271489
21887,26338,243736
21888,26192,365346
21889,27133,376464
21890,26094,391708
21891,26625,568221
21892,27591,642822
21893,184550,403469
21894,26569,209449
21895,26020,208409
21896,26156,211508
21897,26217,207255
21898,26250,131845
21899,25934,73947
21900,25916,75851
21901,25920,77429
21902,25944,77225
21903,25908,76147
21904,32384,76798
21905,25971,100609
21906,25979,77346
21907,32377,80555
21908,25906,77601
21909,25918,78185
21910,26041,85477
21911,83085,124138
21912,68818,88919
21913,24483,73124
21914,24457,73050
21915,24461,84552
21916,24707,82988
21917,24561,71372
21918,24505,86196
21919,26057,77007
21920,32471,76093
21921,26027,106391
21922,40327,90577
21923,26021,77134
21924,25978,75875
21925,24726,74744
21926,24500,74235
21927,24477,74308
21928,24561,73293
21929,24494,100629
21930,24602,129282
21931,130682,1389090
21932,37299,1129732
21933,2636731,88235
21934,32697,77235
21935,25961,76844
21936,269805,113022
21937,26255,100943
21938,26342,230611
21939,26884,149773
21940,26350,76356
21941,25960,75253
21942,35845,325100
21943,30825,75418
21944,24607,74022
21945,24519,74160
21946,24548,74627
21947,24540,73038
21948,24543,69522
21949,24570,70097
21950,31297,69212
21951,24499,65062
21952,24504,64988
21953,24497,66099
21954,24495,64965
21955,24480,65493
21956,24494,64937
21957,24504,64960
21958,24510,65865
21959,24500,64822
21960,24488,64965
21961,24489,65595
21962,24502,65352
21963,24514,65503
21964,24516,65364
21965,24506,65475
21966,24495,69118
21967,24696,65411
21968,24514,159095
21969,26199,155116
21970,28040,182070
21971,39923,141512
21972,26656,109326
21973,26123,104506
21974,39685,124477
21975,26241,225519
21976,26149,211141
21977,26514,160302
21978,34141,263600
21979,28054,123065
21980,27640,79629
21981,27686,80057
21982,27631,123265
21983,24811,72307
21984,24587,73133
21985,24563,73667
21986,45329,74011
21987,24572,75125
21988,24625,70095
21989,24650,72891
21990,24557,74604
21991,24565,73514
21992,24587,75413
21993,24623,73184
21994,24636,69943
21995,24657,71704
21996,24608,86611
21997,24712,73784
21998,24573,92126
21999,24590,73326
22000,35690,75058
22001,44292,98586
22002,65955,74213
22003,41703,73486
22004,24578,73321
22005,24588,149876
22006,24802,77448
22007,33560,75764
22008,24776,72222
22009,24658,71090
22010,24627,72220
22011,24607,74232
22012,24599,70657
22013,24601,83355
22014,26048,74596
22015,26176,74902
22016,26096,76373
22017,26201,75678
22018,26335,83842
22019,26379,79223
22020,31671,87209
22021,27455,83239
22022,28931,85008
22023,28831,84522
22024,42077,246052
22025,32110,297317
22026,26801,4177127
22027,26920,121354
22028,33039,234240
22029,26162,165339
22030,26154,492608
22031,28817,118057
22032,28112,150741
22033,27823,117537
22034,27745,99266
22035,41207,117804
22036,26386,90425
22037,26673,75476
22038,26042,70763
22039,26039,69200
22040,26067,74539
22041,26080,78993
22042,26121,193061
22043,26408,251411
22044,26489,218960
22045,26457,181953
22046,26048,186889
22047,26304,318192
22048,26342,208866
22049,26067,154466
22050,28491,470006
22051,27424,753754
22052,27933,261839
22053,26570,210641
22054,26367,230954
22055,26115,188010
22056,26518,239585
22057,26480,209367
22058,26184,191856
22059,26122,76503
22060,26065,69555
22061,26060,73000
22062,26152,76663
22063,26110,77011
22064,26155,75653
22065,26124,79688
22066,26062,79916
22067,26072,75146
22068,26224,78046
22069,26303,78101
22070,26908,72451
22071,26073,74681
22072,37966,91542
22073,26721,95594
22074,32807,93824
22075,28222,276006
22076,27150,105159
22077,26167,188420
22078,27955,202030
22079,26379,200547
22080,27793,219376
22081,26701,80847
22082,26102,74180
22083,26370,74711
